"OTUID"	"CR1.T0_S24_L001"	"CR2.T0.KDH_S64_L001"	"CR2.T0_S23_L001"	"CR3.T0_S22_L001"	"CR4.T0_S21_L001"	"Taxon"	"Confidence"
"OTU_3782"	0	0	0	3	4	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.96894945513216
"OTU_3783"	0	6	0	12	15	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS7 marine group;D_5__uncultured bacterium;D_6__uncultured bacterium"	0.967396155657075
"OTU_3785"	14	48	0	20	4	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured"	0.98230898697615
"OTU_3787"	1	14	0	5	16	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Winogradskyella;D_6__Winogradskyella sp. PC-8"	0.988191606419524
"OTU_3789"	0	3	0	2	8	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales"	0.960189455135244
"OTU_379"	110	302	0	117	73	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.99999997948268
"OTU_3790"	4	31	0	19	21	"D_0__Bacteria"	0.999999999998364
"OTU_3791"	1	8	0	18	8	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.998272471479899
"OTU_3792"	2	16	0	11	15	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__S25-593"	0.999614436201361
"OTU_3795"	0	8	0	5	10	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__37-13;D_5__uncultured Bacteroidetes bacterium;D_6__uncultured Bacteroidetes bacterium"	0.982602209199684
"OTU_3797"	0	11	0	1	1	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria"	0.805937535104388
"OTU_3799"	1	4	0	1	4	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae"	0.955610480309468
"OTU_38"	428	1996	9	930	1104	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.986755024369123
"OTU_3800"	3	21	0	3	5	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae"	0.994572657561934
"OTU_3802"	0	1	0	0	0	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999933401550389
"OTU_3803"	3	0	0	0	1	"D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Arctic97B-4 marine group"	0.999994495591001
"OTU_3804"	0	9	0	1	6	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Caulobacterales;D_4__Hyphomonadaceae;D_5__uncultured"	0.996846186665433
"OTU_3806"	2	16	0	6	15	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Pseudomonadales;D_4__Moraxellaceae;D_5__Acinetobacter;D_6__Moraxellaceae bacterium REDSEA-S45_B11"	0.872663959191624
"OTU_3807"	2	14	0	18	10	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.989413073461842
"OTU_3810"	4	15	0	5	13	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS4 marine group"	0.999973821258397
"OTU_3811"	2	4	0	17	2	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__uncultured;D_6__uncultured Amaricoccus sp."	0.896403674133681
"OTU_3812"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.99177247240651
"OTU_3816"	1	6	0	6	12	"D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae;D_3__Phycisphaerales;D_4__Phycisphaeraceae;D_5__Urania-1B-19 marine sediment group;D_6__uncultured bacterium"	0.995027535358677
"OTU_3817"	0	0	0	2	0	"D_0__Bacteria"	0.99999999987449
"OTU_3818"	1	1	0	13	2	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Actibacter;D_6__uncultured Bacteroidetes bacterium"	0.816862769479038
"OTU_3819"	1	2	0	22	10	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999997032992489
"OTU_382"	1	0	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae"	0.999808303008832
"OTU_3821"	4	9	0	43	18	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae"	0.933128772818722
"OTU_3822"	0	1	0	0	0	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria"	0.999986630811883
"OTU_3823"	0	2	0	37	10	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae"	0.999322132652884
"OTU_3824"	0	0	0	34	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria"	0.996944515989009
"OTU_3825"	0	1	0	1	2	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.999401229123145
"OTU_3827"	0	2	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae;D_5__OM60(NOR5) clade;D_6__uncultured Haliea sp."	0.971319568837765
"OTU_3828"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade"	0.999953435378741
"OTU_383"	1	4	0	6	7	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.999830965004598
"OTU_3830"	4	9	0	3	4	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade"	0.998992280175992
"OTU_3831"	1	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae"	0.976958666452026
"OTU_3832"	5	10	0	2	0	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.932604535276479
"OTU_3833"	0	4	0	0	1	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__Teleaulax amphioxeia;D_5__Teleaulax amphioxeia;D_6__Teleaulax amphioxeia"	0.952862494263218
"OTU_3834"	0	1	0	3	3	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__S25-593"	0.999980704106047
"OTU_3835"	2	10	0	2	8	"D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Opitutales;D_4__Puniceicoccaceae;D_5__MB11C04 marine group"	0.999991637485407
"OTU_3836"	1	1	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae;D_5__Sphingobium"	0.984134396849986
"OTU_3838"	7	16	0	10	10	"D_0__Bacteria;D_1__Actinobacteria;D_2__Acidimicrobiia;D_3__Microtrichales;D_4__Microtrichaceae;D_5__Sva0996 marine group"	0.852184652366792
"OTU_384"	43	57	2	47	11	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Synechococcus CC9902"	0.936498814544867
"OTU_3840"	0	0	0	0	3	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae"	0.966260713206669
"OTU_3841"	3	5	0	5	9	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__Aureispira"	0.99999198304389
"OTU_3844"	12	17	0	14	17	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.999299183254266
"OTU_3845"	1	0	0	0	0	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured;D_6__uncultured marine microorganism"	0.963882859775407
"OTU_3848"	5	39	2	15	23	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I"	0.999998437446256
"OTU_3849"	5	15	0	6	4	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.997266137331685
"OTU_385"	12	60	0	64	92	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__environmental clone OCS182;D_5__environmental clone OCS182;D_6__environmental clone OCS182"	0.8410059130103
"OTU_3853"	8	4	0	2	8	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria"	0.8687000565188
"OTU_3854"	10	21	0	3	3	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.838678726146478
"OTU_3855"	3	10	0	25	12	"D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Rubritalea;D_6__uncultured bacterium"	0.986960420692142
"OTU_3856"	10	12	0	7	11	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Cryomorphaceae;D_5__uncultured"	0.999317870052777
"OTU_3857"	2	1	0	12	4	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cyclobacteriaceae;D_5__Fulvivirga;D_6__uncultured Bacteroidetes bacterium"	0.998145272058819
"OTU_3858"	6	29	0	1	0	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__Aureispira;D_6__uncultured Sphingobacterium sp."	0.978542361811435
"OTU_386"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.980977486042627
"OTU_3860"	3	7	0	2	2	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade"	0.999379043962798
"OTU_3862"	0	0	0	5	4	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Ruegeria"	0.885165209997052
"OTU_3863"	2	16	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Alteromonadales;D_4__Alteromonadaceae;D_5__uncultured;D_6__uncultured marine microorganism"	0.997683921541391
"OTU_3865"	4	5	0	5	14	"D_0__Bacteria"	0.999908055256137
"OTU_3869"	3	25	0	5	2	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS5 marine group"	0.816076730128676
"OTU_3870"	7	12	0	0	13	"D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Ardenticatenales;D_4__Ardenticatenaceae;D_5__uncultured;D_6__uncultured bacterium"	0.875798899848325
"OTU_3872"	3	2	0	23	13	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.999530190286337
"OTU_3873"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.986728414880556
"OTU_3874"	5	7	0	4	9	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Parvibaculales;D_4__Parvibaculaceae;D_5__uncultured;D_6__uncultured alpha proteobacterium"	0.995322657284918
"OTU_3876"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade;D_6__unidentified marine bacterioplankton"	0.999999717064253
"OTU_3877"	4	37	2	16	13	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.961779272160293
"OTU_3878"	4	2	0	8	11	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria"	0.894853974991771
"OTU_3879"	5	5	0	2	3	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.966387383361616
"OTU_388"	30	94	0	64	94	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group"	0.992202243723727
"OTU_3881"	6	5	0	21	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria"	0.992987511349885
"OTU_3882"	3	18	0	6	16	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Ga0077536;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium"	0.855218690058918
"OTU_3883"	3	8	0	13	6	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bacteriovoracaceae;D_5__uncultured;D_6__uncultured marine bacterium"	0.982597585779144
"OTU_3884"	6	18	0	2	4	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__unidentified eukaryote clone OM20;D_5__unidentified eukaryote clone OM20;D_6__unidentified eukaryote clone OM20"	0.965504275953395
"OTU_3885"	1	9	0	1	3	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999935443213514
"OTU_3886"	0	1	0	1	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.990851394892506
"OTU_3887"	9	31	0	3	4	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade;D_4__SAR86 cluster bacterium SAR86B;D_5__SAR86 cluster bacterium SAR86B;D_6__SAR86 cluster bacterium SAR86B"	0.974752550805223
"OTU_3890"	4	3	0	2	15	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae"	0.942300481986558
"OTU_3891"	1	3	0	6	14	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria"	0.999983713452304
"OTU_3892"	5	5	0	3	3	"D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade);D_2__marine metagenome;D_3__marine metagenome;D_4__marine metagenome;D_5__marine metagenome;D_6__marine metagenome"	0.852848437850159
"OTU_3893"	6	19	0	0	0	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS5 marine group"	0.946605431260031
"OTU_3895"	2	2	0	2	3	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.996392724932669
"OTU_3897"	0	0	0	3	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.978816933931109
"OTU_3898"	3	3	0	12	11	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.998933021224531
"OTU_3899"	1	15	0	6	9	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999772009101767
"OTU_3900"	7	19	2	3	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Cellvibrionales;D_4__Halieaceae"	0.969872898716068
"OTU_3901"	6	5	0	7	3	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae"	0.873920928102105
"OTU_3903"	6	8	0	11	8	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__NS5 marine group"	0.981270171796723
"OTU_3905"	3	1	0	0	3	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae"	0.997934925043515
"OTU_3908"	0	1	0	2	2	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.946547932564258
"OTU_391"	62	315	3	152	194	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.98226514759676
"OTU_3911"	0	2	0	0	0	"D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade)"	0.999867990399991
"OTU_3912"	7	7	0	6	4	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Parvibaculales;D_4__OCS116 clade"	0.999999892520231
"OTU_3913"	0	2	0	1	9	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__NS9 marine group;D_5__uncultured Flavobacteriia bacterium;D_6__uncultured Flavobacteriia bacterium"	0.922279115722523
"OTU_3914"	10	14	0	19	14	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Winogradskyella;D_6__Winogradskyella sp. PC-8"	0.99800074104652
"OTU_3918"	6	2	0	23	0	"D_0__Bacteria"	0.99805511305149
"OTU_392"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.999629885453466
"OTU_3920"	1	1	0	8	4	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__uncultured"	0.993242977093193
"OTU_3921"	5	23	0	20	2	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.852555994898977
"OTU_3922"	0	2	0	6	4	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.999737892306745
"OTU_3926"	9	20	0	7	11	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__PB19"	0.999566215702257
"OTU_3928"	4	7	0	1	6	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.894237207327653
"OTU_3929"	3	3	0	5	6	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae"	0.999689150391539
"OTU_393"	2	0	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae"	0.999793378258938
"OTU_3930"	0	0	0	2	2	"D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade)"	0.999848746552249
"OTU_3931"	8	13	0	2	18	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__37-13;D_5__uncultured Bacteroidetes bacterium;D_6__uncultured Bacteroidetes bacterium"	0.986294067865514
"OTU_3932"	8	9	0	22	7	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhodobacterales;D_4__Rhodobacteraceae;D_5__Ruegeria"	0.975192199335107
"OTU_3934"	3	10	0	14	3	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade"	0.975434453596849
"OTU_3935"	9	25	0	14	16	"D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Verrucomicrobiales;D_4__Rubritaleaceae;D_5__Roseibacillus;D_6__uncultured Verrucomicrobiae bacterium"	0.906436190761117
"OTU_3939"	5	8	0	2	12	"D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__SAR202 clade;D_4__uncultured Bacteroidetes/Chlorobi group bacterium;D_5__uncultured Bacteroidetes/Chlorobi group bacterium;D_6__uncultured Bacteroidetes/Chlorobi group bacterium"	0.969877958441751
"OTU_3940"	8	12	0	18	15	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Flavobacteriales;D_4__Flavobacteriaceae;D_5__Winogradskyella;D_6__Winogradskyella sp. PC-8"	0.998657278486034
"OTU_3944"	3	17	0	9	5	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.998954901340329
"OTU_3945"	3	6	0	1	1	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast;D_4__unidentified eukaryote clone OM20;D_5__unidentified eukaryote clone OM20;D_6__unidentified eukaryote clone OM20"	0.965689559931246
"OTU_3947"	7	9	0	5	6	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Parvibaculales;D_4__PS1 clade;D_5__marine metagenome;D_6__marine metagenome"	0.99816706158471
"OTU_3949"	5	9	0	8	6	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.881536776182584
"OTU_395"	103	397	3	227	304	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.98877737091903
"OTU_3950"	7	10	0	8	20	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__Bdellovibrionales;D_4__Bdellovibrionaceae;D_5__OM27 clade"	0.999790276021504
"OTU_3951"	0	1	0	0	0	"D_0__Bacteria;D_1__Marinimicrobia (SAR406 clade)"	0.999999233437904
"OTU_3952"	1	8	0	1	9	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Coxiellales;D_4__Coxiellaceae;D_5__Coxiella"	0.937262379042999
"OTU_3954"	1	32	0	7	7	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999850110959835
"OTU_3957"	0	0	0	1	0	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.999997568446941
"OTU_396"	63	128	0	144	168	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Sphingomonadales;D_4__Sphingomonadaceae"	0.999515072159491
"OTU_3960"	3	12	0	3	8	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__uncultured"	0.957415952206583
"OTU_3962"	7	20	0	9	10	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade"	0.99835795985059
"OTU_3964"	3	15	0	12	3	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Cytophagales;D_4__Cyclobacteriaceae;D_5__Marinoscillum;D_6__uncultured Flammeovirgaceae bacterium"	0.998757517336133
"OTU_3965"	5	7	0	0	4	"D_0__Bacteria;D_1__Chloroflexi;D_2__Dehalococcoidia;D_3__SAR202 clade;D_4__marine metagenome;D_5__marine metagenome;D_6__marine metagenome"	0.806353451970606
"OTU_3967"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Puniceispirillales;D_4__SAR116 clade;D_5__uncultured bacterium;D_6__uncultured bacterium"	0.887117079559899
"OTU_3969"	8	20	0	5	21	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade II"	0.999123712872542
"OTU_397"	60	46	0	22	1	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Synechococcales;D_4__Cyanobiaceae;D_5__Synechococcus CC9902"	0.896548957983931
"OTU_3971"	9	33	0	3	14	"D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia;D_3__Chitinophagales;D_4__Saprospiraceae;D_5__uncultured;D_6__uncultured marine microorganism"	0.999751450294264
"OTU_3972"	4	4	0	4	10	"D_0__Bacteria;D_1__Verrucomicrobia;D_2__Verrucomicrobiae;D_3__Opitutales;D_4__Puniceicoccaceae;D_5__MB11C04 marine group;D_6__uncultured Puniceicoccaceae bacterium"	0.837309250450681
"OTU_3973"	22	44	0	9	25	"D_0__Bacteria;D_1__Chloroflexi;D_2__Anaerolineae;D_3__Caldilineales;D_4__Caldilineaceae;D_5__uncultured"	0.963125127669582
"OTU_3977"	0	3	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.977699994415924
"OTU_3978"	4	33	1	19	26	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ib"	0.985925904570444
"OTU_3979"	1	6	1	1	3	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.933546124649146
"OTU_3980"	12	22	0	16	25	"D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Chloroplast"	0.993650861433186
"OTU_3981"	1	16	0	13	14	"D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria;D_3__PB19"	0.836356360041064
"OTU_3983"	0	1	0	0	0	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I;D_5__Clade Ia"	0.96408946811395
"OTU_3985"	0	0	0	0	1	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__SAR11 clade;D_4__Clade I"	0.999989787128903
"OTU_3986"	0	1	0	1	3	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rickettsiales;D_4__S25-593"	0.999987746647053
"OTU_3987"	9	17	0	4	7	"D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__SAR86 clade"	0.99993597192065
"OTU_3988"	4	8	0	6	11	"D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Micavibrionales"	0.988291489537164
